3.754442475215845, 9.458862801431954e-6
4.36515832240166, 8.782621388336151e-6
4.706816559609248, 7.713443845085968e-6
5.2480746024977245, 6.290102436234457e-6
5.802783448666184, 4.988690685844118e-6
6.690437922784181, 3.707895763813024e-6
8.043675566579024, 3.1671682927179154e-6
11.24369589635755, 2.582739097359365e-6
17.52412585891979, 2.185734037669035e-6
24.291511865645976, 2.010739014720136e-6
29.947711199679897, 1.765955947704303e-6
37.23137631770083, 1.4807092814452576e-6
44.01861396908673, 1.1005524330640075e-6
49.080512716538514, 0.7809396072084505e-6
52.04315734195065, 0.5290417336754035e-6
53.815712049212806, 0.3583953911247442e-6
54.724502007491914, 0.26148673623892194e-6
53.815712049212806, 0.1838355633098413e-6
54.724502007491914, 0.12224984640507844e-6
55.18463594220692, 0.08205290468144945e-6
59.50390320456443, 0.21522162494553984e-6
63.62625528403023, 0.32364366763473595e-6
72.74751819559631, 0.447720223008213e-6
77.13877313294815, 0.5097797152030397e-6
98.33933626631313, 0.40057566630973246e-6
123.28467394420659, 0.32364366763473595e-6
162.5208521876797, 0.25668233015746944e-6
184.26996164834364, 0.28956426613620195e-6
236.88930541658303, 0.3583953911247442e-6
314.9066400599825, 0.46896554869265505e-6
391.495949150908, 0.5750843427100414e-6
474.63923610164085, 0.7184157401093736e-6
610.1751905617008, 0.9227853075686693e-6
784.4142136982518, 1.163514532526465e-6
927.4120346776471, 1.362160203551272e-6
